gridID,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6
12,4.192005,0.04750697029364,0.36517851837871995,0.30981763878403995,0.12237583542038,0.2202861493412,0.027575999999999996,0.080385,0.056310248632199994,0.0377951657548,1.390406630192,0.35238,0.6166649999999999,0.34473,1.137572486322,0.09192,0.18384,0.036767999999999995,0.9192,0.4596,0.73536,0.27576,0.36768
13,4.2457478,0.06035885594149839,0.3552951438769632,0.29847545790772234,0.12266515826568279,0.225185081320872,0.026823,0.088265,0.05513734852533199,0.037080899016888,1.32883596067552,0.33828,0.5919899999999999,0.3286,1.1168734852533198,0.08941,0.17882,0.035764,0.8941,0.44705,0.71528,0.26822999999999997,0.35764
14,3.3337342000000003,0.027404020758857596,0.3070969874437248,0.2675168905827936,0.10115410085301921,0.17800793667260803,0.026319000000000002,0.11915,0.047147547632048,0.031989365088032004,1.2588146035212802,0.3174600000000001,0.555555,0.30073000000000005,1.04804547632048,0.08773000000000002,0.17546000000000003,0.035092000000000005,0.8773,0.43865,0.7018400000000001,0.26319,0.35092000000000007
15,4.9707808,0.0932386801184124,0.3887649737022352,0.31926220527667637,0.1410322838329458,0.26709656099649204,0.028191,0.09167,0.061197281131302,0.041129187420868005,1.3865674968347204,0.35602,0.623035,0.34609,1.20558281131302,0.09397000000000001,0.18794000000000002,0.037587999999999996,0.9397,0.46985,0.7517600000000001,0.28191,0.37588000000000005
16,5.5377298,0.10811586292089438,0.42510641761557116,0.34525116321167837,0.1548047665040648,0.29516344723755206,0.028970999999999997,0.06939000000000001,0.06693782478191199,0.044781549854608,1.46410199418432,0.3769,0.659575,0.37221000000000004,1.26286824781912,0.09657,0.19314,0.038627999999999996,0.9657,0.48285,0.77256,0.28971,0.38628
17,5.6460854,0.12256798335759118,0.4196306774170976,0.3376038080628232,0.1571036353845804,0.303961565300296,0.028689,0.08062000000000001,0.066589781471076,0.044636187647384,1.42244750589536,0.36794000000000004,0.643895,0.36065,1.26154781471076,0.09563000000000002,0.19126000000000004,0.038251999999999994,0.9563,0.47815,0.7650400000000002,0.28689,0.3825200000000001
18,4.7674494,0.08806292072326319,0.3758804377525536,0.3103056283144152,0.1362909865003044,0.257415677884056,0.028116000000000002,0.103425,0.059184369306635995,0.039875246204424,1.36352984817696,0.34974,0.612045,0.33716999999999997,1.19187369306636,0.09372,0.18744,0.037487999999999994,0.9372,0.4686,0.74976,0.28115999999999997,0.37488
19,5.045009199999999,0.09428883419858758,0.3925415462137648,0.32037668466032354,0.14163132966855418,0.268455870613508,0.027048,0.06600500000000001,0.06166143715369799,0.041262624769132,1.36742499076528,0.35134,0.6148449999999999,0.34669,1.17152437153698,0.09016,0.18032,0.036064,0.9016,0.4508,0.72128,0.27048,0.36064
20,5.2168282,0.10541546671472958,0.39678665972878074,0.32249064479658557,0.14581322006964317,0.279249508222368,0.02787,0.085105,0.06250256643860799,0.041954710959072,1.37526843836288,0.35442,0.6202349999999999,0.34583,1.2081956643860798,0.09290000000000001,0.18580000000000002,0.03716,0.9289999999999999,0.46449999999999997,0.7432000000000001,0.27869999999999995,0.37160000000000004
21,5.5783572,0.11279154894453158,0.4225954428454768,0.3410856071341076,0.1548945182007022,0.296919897199028,0.028068000000000003,0.05870500000000001,0.066642281357818,0.044516520905212,1.4303808362084802,0.36894000000000005,0.645645,0.36629000000000006,1.23573281357818,0.09356,0.18712,0.037424,0.9356,0.4678,0.74848,0.28068000000000004,0.37424
22,5.5082303999999995,0.12506835021515117,0.4013132310159776,0.32071847326198316,0.1517203635646004,0.295848731055096,0.027041999999999997,0.07684,0.063673057714876,0.042684038476583995,1.33544153906336,0.34643999999999997,0.60627,0.33938,1.1987505771487599,0.09014,0.18028,0.03605599999999999,0.9014,0.4507,0.72112,0.27042,0.36056
23,4.406100599999999,0.08258711730520678,0.34552759537100636,0.28616577152825473,0.12555896178606057,0.237647134881044,0.026705999999999997,0.11560999999999999,0.05417498433271399,0.036643322888476,1.26469291553904,0.32448,0.5678399999999999,0.30868,1.12326984332714,0.08902,0.17804,0.035608,0.8901999999999999,0.44509999999999994,0.71216,0.26705999999999996,0.35608
