gridID,TreeFrac,CropFrac,ShrubFrac,HerbFrac
631,.4444,.1024,.3765,.0098
632,.5154,.0130,.3659,.0622
633,.3624,.0000,.5878,.0192
634,.6660,.0000,.2820,.0150
635,.4168,.0696,.4578,.0004
636,.2460,.0504,.6094,.0013
637,.1105,.0363,.7325,.0000
638,.2453,.0407,.6224,.0000
639,.3594,.1191,.4114,.0553
640,.4735,.1334,.3447,.0000
641,.3246,.1444,.4316,.0426
642,.2406,.2617,.3597,.0353
643,.0096,.6735,.1106,.0888
644,.0127,.4251,.4428,.0186
645,.0147,.5731,.2414,.0878
646,.0270,.4085,.3470,.1191
647,.0502,.6017,.1492,.1040
648,.0117,.7495,.1445,.0012
649,.0059,.4201,.3667,.0427
650,.0070,.6491,.0904,.0287
651,.0005,.5531,.0830,.0420
652,.0004,.1054,.2190,.2775
653,.0370,.0817,.5458,.0999
654,.4463,.0000,.4386,.0000
655,.3324,.0094,.5717,.0170
656,.4253,.0064,.4841,.0018
657,.3500,.0677,.4929,.0000
658,.3072,.0145,.5719,.0060
659,.0164,.3089,.3481,.2310
660,.1420,.2729,.4154,.0742
661,.0717,.4060,.4112,.0216
662,.0654,.4020,.4053,.0419
663,.0740,.4304,.3590,.0000
664,.1145,.3167,.3610,.0322
665,.1173,.2572,.3721,.0704
666,.1764,.1991,.4542,.0607
667,.3290,.1109,.5106,.0000
668,.2917,.0959,.4772,.0704
669,.2330,.2020,.4570,.0066
670,.2571,.2680,.3505,.0368
671,.1501,.0824,.4162,.1756
672,.0256,.0387,.2306,.5272
673,.1513,.0785,.6372,.0307
674,.3021,.0152,.6194,.0000
675,.2450,.0106,.6495,.0024
676,.1647,.1222,.5681,.0453
677,.2470,.0015,.6869,.0037
678,.4762,.0064,.4919,.0000
679,.5092,.0030,.4561,.0000
680,.5176,.0231,.4071,.0000
681,.5044,.0321,.4178,.0000
682,.4627,.0105,.4795,.0142
683,.3918,.0212,.4874,.0333
684,.3020,.0230,.4235,.1700
685,.3641,.0444,.4401,.0862
686,.2977,.0136,.5544,.0539
687,.4151,.1422,.3645,.0196
688,.2575,.0385,.6512,.0000
689,.4106,.0116,.5372,.0000
690,.6749,.0019,.2999,.0000
691,.5357,.0096,.4110,.0057
692,.6192,.0146,.3255,.0132
693,.4187,.0913,.3971,.0384
694,.2270,.1687,.1690,.0600
695,.0000,.0022,.0550,.0481
696,.2965,.0674,.4882,.0417
697,.7911,.0001,.1875,.0000
698,.6542,.0559,.2599,.0000
699,.5343,.1675,.2625,.0000
700,.7123,.0054,.2637,.0000
701,.7969,.0039,.1771,.0000
702,.6228,.0004,.3451,.0000
703,.7398,.0256,.1990,.0000
704,.7336,.0601,.1589,.0000
705,.5943,.1697,.1775,.0000
706,.6030,.2099,.1264,.0000
707,.5212,.3019,.1204,.0150
708,.4652,.0920,.3659,.0051
709,.5038,.0785,.2916,.0436
710,.3132,.1819,.4062,.0000
711,.2771,.1422,.4598,.0000
712,.6365,.0001,.3318,.0000
713,.8131,.0000,.1637,.0000
714,.7571,.0000,.2015,.0000
715,.8265,.0000,.1372,.0000
716,.7698,.0000,.1878,.0000
717,.6656,.0000,.2780,.0000
718,.5734,.0001,.3753,.0000
719,.5258,.0056,.4224,.0000
720,.5493,.0693,.2924,.0211
721,.5972,.0204,.3172,.0214
722,.5439,.0202,.3938,.0000
723,.6287,.0020,.3246,.0000
724,.7932,.0004,.1802,.0000
725,.7575,.0000,.2188,.0000
726,.7704,.0000,.2105,.0000
727,.5783,.0000,.2993,.0748
728,.5011,.0025,.4383,.0116
729,.3371,.0132,.5967,.0000
730,.3692,.0085,.5687,.0000
731,.2903,.0004,.6243,.0000
732,.1135,.1259,.6010,.0505
733,.3747,.0862,.4601,.0013
734,.4897,.0200,.4323,.0029
735,.3881,.1224,.3742,.0518
736,.4370,.0709,.3790,.0652
737,.1886,.2094,.4053,.1004
738,.1400,.3458,.3768,.0074
739,.0988,.3669,.2880,.1471
740,.0185,.3325,.1773,.3131
741,.0264,.5880,.1170,.1451
742,.0088,.4312,.2987,.1036
743,.0153,.2855,.2600,.1886
744,.0386,.3035,.2059,.1875
745,.0028,.2988,.1428,.1116
746,.0002,.0416,.2889,.1761
747,.0322,.0755,.3574,.2035
748,.0390,.1529,.4287,.1217
749,.2414,.0111,.4763,.1367
750,.3899,.0066,.5342,.0000
751,.2910,.0267,.5783,.0000
752,.0934,.0961,.6556,.0000
753,.0201,.3767,.3070,.2048
754,.0876,.3226,.4866,.0247
755,.1815,.2553,.4516,.0343
756,.1482,.2207,.5399,.0106
757,.1135,.3381,.3800,.0000
758,.0039,.2540,.3528,.2248
759,.0105,.3372,.4443,.0623
760,.2374,.1363,.4880,.0282
761,.2751,.0733,.5510,.0217
762,.0735,.1969,.6080,.0185
763,.2065,.1095,.5963,.0000
764,.4130,.0682,.4794,.0000
765,.2449,.1141,.4729,.0754
766,.1547,.1291,.5353,.0834
767,.2973,.0943,.4954,.0223
